ticker,cap_group,end_date,year,Revenues,RevenueFromContractWithCustomerExcludingAssessedTax,SalesRevenueNet,CostOfRevenue,CostOfGoodsAndServicesSold,GrossProfit,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,OperatingExpenses,OperatingIncomeLoss,InterestExpense,InterestAndDebtExpense,NonoperatingIncomeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,EarningsPerShareBasic,EarningsPerShareDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfDilutedSharesOutstanding,DepreciationAndAmortization,DepreciationDepletionAndAmortization,AmortizationOfIntangibleAssets,ShareBasedCompensation,Assets,AssetsCurrent,AssetsNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsAndShortTermInvestments,ShortTermInvestments,AvailableForSaleSecuritiesCurrent,AccountsReceivableNetCurrent,InventoryNet,PrepaidExpenseAndOtherAssetsCurrent,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill,LongTermInvestments,OtherAssetsNoncurrent,Liabilities,LiabilitiesCurrent,LiabilitiesNoncurrent,AccountsPayableCurrent,AccruedLiabilitiesCurrent,DeferredRevenueCurrent,ShortTermBorrowings,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,DeferredTaxLiabilitiesNoncurrent,OtherLiabilitiesNoncurrent,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,CommonStocksIncludingAdditionalPaidInCapital,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,AccumulatedOtherComprehensiveIncomeLossNetOfTax,TreasuryStockValue,CommonStockSharesOutstanding,CommonStockSharesIssued,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireInvestments,ProceedsFromSaleAndMaturityOfMarketableSecurities,PaymentsForRepurchaseOfCommonStock,PaymentsOfDividends,ProceedsFromIssuanceOfLongTermDebt,RepaymentsOfLongTermDebt,ProceedsFromRepaymentsOfShortTermDebt,CashAndCashEquivalentsPeriodIncreaseDecrease,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
IDCC,small_cap,2018-12-31,2018,75326000.0,75326000.0,,,,,,,,,,,,,,2083000.0,,0.06,0.06,,,,,,,1626558000.0,1024250000.0,602308000.0,475056000.0,,470724000.0,,,,43438000.0,10051000.0,,,,60465000.0,688545000.0,179395000.0,,,,111672000.0,,,0.0,317377000.0,,34139000.0,936729000.0,938013000.0,,685512000.0,1435970000.0,-2471000.0,1182993000.0,33529000.0,71134000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2019-03-31,2019,,68631000.0,,,,,18495000.0,14215000.0,,-150000.0,9478000.0,,,,-1799000.0,-2803000.0,,-0.09,-0.09,32611000.0,32611000.0,,18514000.0,,2096000.0,1479751000.0,875946000.0,603805000.0,503240000.0,,289805000.0,,,,49579000.0,10581000.0,,,,66742000.0,654238000.0,448153000.0,,,,84816000.0,,,302514000.0,19061000.0,,48457000.0,812806000.0,825513000.0,,683615000.0,1421884000.0,-1426000.0,1291979000.0,32060000.0,71250000.0,-30781000.0,,173037000.0,,-114377000.0,,1584000.0,,,,108986000.0,11629000.0,,0.0,,27879000.0,
IDCC,small_cap,2019-05-29,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221100000.0,,,
IDCC,small_cap,2019-05-31,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221100000.0,,,
IDCC,small_cap,2019-06-30,2019,,75609000.0,,,,,35522000.0,26529000.0,,8915000.0,19385000.0,,,,3185000.0,7743000.0,,0.25,0.24,32076000.0,32366000.0,,37642000.0,,4212000.0,1545066000.0,940998000.0,604068000.0,531698000.0,,299461000.0,,,,52656000.0,10736000.0,,,,71398000.0,744826000.0,242898000.0,,,,82575000.0,,,91954000.0,342417000.0,,38034000.0,788898000.0,800240000.0,,724170000.0,1418628000.0,-350000.0,1354262000.0,31126000.0,71260000.0,-53523000.0,,154513000.0,,-46560000.0,,2862000.0,,,,171269000.0,22789000.0,,221091000.0,,54430000.0,
IDCC,small_cap,2019-09-30,2019,,72523000.0,,,,,56028000.0,40000000.0,,3774000.0,30305000.0,,,,3007000.0,2234000.0,,0.07,0.07,31757000.0,32010000.0,,56907000.0,,6017000.0,1628302000.0,1022523000.0,605779000.0,735886000.0,,211737000.0,,,,51545000.0,10018000.0,,,,61367000.0,825003000.0,334299000.0,,,,,,,93131000.0,346397000.0,,36809000.0,782106000.0,803299000.0,,725891000.0,1409870000.0,-105000.0,1354262000.0,31133000.0,71267000.0,71976000.0,,244194000.0,,-58708000.0,,3062000.0,0.0,,,171269000.0,33683000.0,,221091000.0,,,
IDCC,small_cap,2019-12-31,2019,,102161000.0,,,,,,,,25296000.0,,,,,,13754000.0,,0.44,0.44,,,,,,,1612082000.0,1016332000.0,595750000.0,745491000.0,,179204000.0,,,,63365000.0,10217000.0,,,,76026000.0,825801000.0,305558000.0,,,,,,,94170000.0,350588000.0,,46002000.0,761557000.0,786281000.0,,727402000.0,1412779000.0,-74000.0,1379262000.0,30701000.0,71268000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2020-03-31,2020,,76210000.0,,,,,18818000.0,12603000.0,,4681000.0,10545000.0,,,,1820000.0,116000.0,,0.0,0.0,30722000.0,30920000.0,,19160000.0,,2003000.0,1464730000.0,875845000.0,588885000.0,515793000.0,,265107000.0,,,,69337000.0,10243000.0,,,,79146000.0,689134000.0,185833000.0,,,,,,,0.0,354823000.0,,43981000.0,752649000.0,775596000.0,,729541000.0,1402048000.0,-42000.0,1379611000.0,30749000.0,71322000.0,-26885000.0,,-94536000.0,,-105952000.0,,1603000.0,,,,349000.0,10747000.0,,94909000.0,,,
IDCC,small_cap,2020-06-30,2020,,180708000.0,,,,,40910000.0,24397000.0,,36598000.0,20516000.0,,,,6964000.0,22251000.0,,0.73,0.72,30740000.0,30982000.0,,40367000.0,,6631000.0,1538765000.0,921012000.0,617753000.0,670292000.0,,168953000.0,,,,62387000.0,11918000.0,,,,78744000.0,748059000.0,203930000.0,,,,,,,0.0,359119000.0,,45614000.0,769419000.0,790706000.0,,734565000.0,1413382000.0,370000.0,1379611000.0,30804000.0,71377000.0,42870000.0,,-6234000.0,,-116455000.0,,3771000.0,,,,349000.0,21509000.0,,94909000.0,,,
IDCC,small_cap,2020-09-30,2020,,268201000.0,,,,,61755000.0,35251000.0,,52028000.0,30881000.0,,,34953000.0,-5879000.0,46151000.0,,1.5,1.49,30762000.0,31029000.0,,61027000.0,,7899000.0,1640494000.0,1031957000.0,608537000.0,746561000.0,,172822000.0,,,,84292000.0,16244000.0,,,,76083000.0,837818000.0,317412000.0,,,,,,,0.0,363523000.0,,48296000.0,783271000.0,802676000.0,,735922000.0,1426239000.0,8000.0,1379611000.0,30806000.0,71379000.0,144212000.0,,-21976000.0,,-127291000.0,,9875000.0,,,,349000.0,32290000.0,,94909000.0,,,
IDCC,small_cap,2020-12-31,2020,,90790000.0,,,,,,,,3140000.0,,,,,,-1350000.0,,-0.04,-0.04,,,,,,,1616275000.0,1002549000.0,613726000.0,473474000.0,,453173000.0,,,,59894000.0,16630000.0,22421000.0,,,98373000.0,819709000.0,295762000.0,,,,,,,,367992000.0,,47886000.0,773369000.0,796566000.0,,738481000.0,1413969000.0,-184000.0,1379611000.0,30816000.0,71389000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2021-03-31,2021,,82363000.0,,,,,22583000.0,11217000.0,,11989000.0,6990000.0,,,5723000.0,1765000.0,5571000.0,,0.18,0.18,30836000.0,31195000.0,,19861000.0,,2153000.0,1561874000.0,984880000.0,576994000.0,396156000.0,,488559000.0,,,,87663000.0,15626000.0,,,,71420000.0,829301000.0,253234000.0,,,,,,,,419396000.0,,44518000.0,712098000.0,742995000.0,,738619000.0,1358380000.0,-254000.0,1385361000.0,30812000.0,71476000.0,-9842000.0,,-47026000.0,,-19870000.0,,387000.0,,,,5750000.0,10786000.0,,0.0,,,
IDCC,small_cap,2021-06-30,2021,,170098000.0,,,,,44453000.0,26016000.0,,8840000.0,13656000.0,,,-1053000.0,1786000.0,1618000.0,,0.23,0.23,30820000.0,31192000.0,,39550000.0,,5928000.0,1497083000.0,922703000.0,574380000.0,410144000.0,,425759000.0,,,,74797000.0,14588000.0,22421000.0,,,95402000.0,780838000.0,234221000.0,,,,,,,,420598000.0,,43573000.0,704185000.0,726667000.0,,745472000.0,1349073000.0,-323000.0,1390752000.0,30842000.0,71588000.0,-37101000.0,,4483000.0,,-33079000.0,,937000.0,,,,11141000.0,21525000.0,,0.0,,,
IDCC,small_cap,2021-09-30,2021,,313594000.0,,,,,66999000.0,46994000.0,,45617000.0,19429000.0,,,28414000.0,6039000.0,33417000.0,,1.09,1.07,30792000.0,31272000.0,,58971000.0,,21010000.0,1700612000.0,1122767000.0,577845000.0,467606000.0,,433200000.0,,,,80304000.0,14182000.0,22421000.0,,,96956000.0,965295000.0,418029000.0,,,,,,,,421420000.0,,59173000.0,724271000.0,745739000.0,,762178000.0,1364378000.0,-390000.0,1402611000.0,30689000.0,71616000.0,59163000.0,,-12549000.0,,-54290000.0,,1877000.0,,,,23000000.0,32319000.0,,0.0,,,
IDCC,small_cap,2021-12-31,2021,,,,,,,,,,,,,,,,,,,,,,,,,,1628156000.0,1050285000.0,577871000.0,706282000.0,,235345000.0,,,,77545000.0,13377000.0,22421000.0,,,102501000.0,875239000.0,371561000.0,,,,,,,,422745000.0,,61470000.0,745239000.0,752917000.0,,713599000.0,1441105000.0,-571000.0,1409611000.0,30689000.0,71720000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2022-03-31,2022,,101318000.0,,,,,17612000.0,10884000.0,,30185000.0,5515000.0,,,23665000.0,5961000.0,17994000.0,,0.59,0.58,30703000.0,31275000.0,,19282000.0,,5386000.0,1596027000.0,1001213000.0,594814000.0,783016000.0,,116204000.0,,,,78355000.0,12315000.0,22421000.0,,,104215000.0,835361000.0,308612000.0,,,,,,,,424100000.0,,50780000.0,753706000.0,760666000.0,,715342000.0,1448138000.0,-881000.0,1409611000.0,30852000.0,71883000.0,-17972000.0,,107602000.0,,-13041000.0,,337000.0,,,,0.0,10741000.0,,,,,
IDCC,small_cap,2022-06-30,2022,,225975000.0,,,,,34698000.0,20400000.0,,80085000.0,11787000.0,,,52277000.0,13989000.0,21069000.0,,1.28,1.26,30557000.0,30992000.0,,40436000.0,,9363000.0,1617495000.0,1035803000.0,581692000.0,833533000.0,,67076000.0,,,,86393000.0,11261000.0,22421000.0,,,95697000.0,932251000.0,232951000.0,,,,,,,,604245000.0,,49980000.0,678769000.0,685244000.0,,704370000.0,1458674000.0,-938000.0,1484056000.0,29657000.0,71912000.0,-51740000.0,,142715000.0,,40993000.0,,762000.0,,,,74445000.0,21544000.0,,282499000.0,,,
IDCC,small_cap,2022-09-30,2022,,340739000.0,,,,,56487000.0,34818000.0,,111922000.0,19446000.0,,,77367000.0,17312000.0,61285000.0,,2.03,2.0,30255000.0,30638000.0,,59149000.0,,15209000.0,1928215000.0,1352494000.0,575721000.0,539651000.0,,323772000.0,,,,86028000.0,10164000.0,22421000.0,,,102109000.0,1226420000.0,290461000.0,,,,,,,,605859000.0,,53511000.0,695775000.0,701795000.0,,710007000.0,1470335000.0,-1230000.0,1484056000.0,29663000.0,71918000.0,-70469000.0,,-123199000.0,,29429000.0,,872000.0,,,,74445000.0,31924000.0,,282499000.0,,,
IDCC,small_cap,2022-12-31,2022,,,,,,,,,,,,,,,,,,,,,,,,,,1900105000.0,1344675000.0,555430000.0,693479000.0,,508298000.0,,,,89716000.0,11338000.0,22421000.0,,,95720000.0,1169592000.0,271346000.0,,,23506000.0,,,,0.0,607066000.0,,53600000.0,724895000.0,730513000.0,,717102000.0,1492046000.0,-916000.0,1484056000.0,29668000.0,71923000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2023-03-31,2023,,202373000.0,,,,,,,,119261000.0,12087000.0,,,120365000.0,16845000.0,105259000.0,,3.66,3.58,28780000.0,29372000.0,,19526000.0,,7790000.0,1748558000.0,1196414000.0,552144000.0,430625000.0,,520059000.0,,,,101692000.0,11445000.0,22421000.0,,,114746000.0,1123257000.0,254393000.0,,,,,,,,607914000.0,,55893000.0,619672000.0,625301000.0,,719129000.0,1384243000.0,-337000.0,1484056000.0,27074000.0,69329000.0,-27852000.0,,-14463000.0,,-218136000.0,,1209000.0,,,,203381000.0,10384000.0,,0.0,,,
IDCC,small_cap,2023-06-30,2023,,303964000.0,,,,,,,,142637000.0,24228000.0,,,145987000.0,21174000.0,21783000.0,,4.58,4.46,27754000.0,28494000.0,,39171000.0,,16530000.0,1760179000.0,1192147000.0,568032000.0,277599000.0,,563124000.0,,,,114630000.0,11683000.0,22421000.0,,,125081000.0,1159823000.0,446504000.0,,,108325000.0,,,,125628000.0,483917000.0,,56820000.0,595217000.0,600356000.0,,726852000.0,1396393000.0,-2176000.0,,26569000.0,69372000.0,-73292000.0,,-67545000.0,,-271452000.0,,2603000.0,,,,245870000.0,19833000.0,,0.0,,,
IDCC,small_cap,2023-09-30,2023,,444070000.0,,,,,,,,196290000.0,36911000.0,,,201682000.0,29715000.0,174983000.0,,6.42,6.19,27259000.0,28261000.0,,58698000.0,,26865000.0,1826481000.0,1257689000.0,568792000.0,518483000.0,,565436000.0,,,,104198000.0,11181000.0,22421000.0,,,137473000.0,1238699000.0,445447000.0,,,101185000.0,,,,125774000.0,485476000.0,,52685000.0,583430000.0,587782000.0,,734627000.0,1433658000.0,-2146000.0,,25975000.0,69431000.0,237318000.0,,-74298000.0,,-340469000.0,,3167000.0,,,,302728000.0,29106000.0,,0.0,,,
IDCC,small_cap,2023-12-31,2023,,,,,,,,,,,,,,,,,,,,,,,,,,1770814000.0,1167624000.0,,437076000.0,,569280000.0,,117292000.0,,43976000.0,11566000.0,22421000.0,,,149656000.0,1189265000.0,881128000.0,,,98042000.0,,,,578752000.0,29019000.0,,55252000.0,581549000.0,581549000.0,,742981000.0,1462070000.0,-647000.0,,25580000.0,69507000.0,,,,,,,,,,,,,,,,,
IDCC,small_cap,2024-03-31,2024,,263542000.0,,,,,,,,103738000.0,11922000.0,,,101063000.0,19411000.0,81652000.0,,3.2,2.88,25510000.0,28341000.0,,17240000.0,,9386000.0,1807021000.0,1215436000.0,,440242000.0,,544393000.0,,145629000.0,,85172000.0,11084000.0,22421000.0,,,156060000.0,1182730000.0,903819000.0,,,122166000.0,,,,579369000.0,28029000.0,,56927000.0,624291000.0,624291000.0,,744073000.0,1533232000.0,-1142000.0,,25434000.0,69638000.0,50773000.0,,16775000.0,,-49319000.0,,444000.0,,,,28868000.0,10226000.0,,1590000.0,,,
IDCC,small_cap,2024-06-30,2024,,487035000.0,,,,,,,,237644000.0,,,,235168000.0,43852000.0,109664000.0,,7.54,6.8,25359000.0,28125000.0,,34616000.0,,19041000.0,1636295000.0,1057118000.0,,299762000.0,,460581000.0,,223640000.0,,73135000.0,10861000.0,22421000.0,,,165916000.0,939518000.0,699347000.0,,,40888000.0,,,,453766000.0,17687000.0,,56221000.0,696777000.0,696777000.0,,789708000.0,1632401000.0,-1232000.0,,25129000.0,70001000.0,1863000.0,,97498000.0,,-233327000.0,,1003000.0,,,,63670000.0,20373000.0,,139069000.0,,,
IDCC,small_cap,2024-09-30,2024,,615714000.0,,,,,,,,276986000.0,,,,276383000.0,50877000.0,225506000.0,,8.92,7.84,25286000.0,28759000.0,,52165000.0,,28122000.0,1725350000.0,1153736000.0,,401090000.0,,412120000.0,,212420000.0,,128106000.0,10872000.0,22421000.0,,,150436000.0,1002813000.0,711771000.0,,,42289000.0,,,,454250000.0,18302000.0,,56075000.0,722537000.0,722537000.0,,794644000.0,1654774000.0,134000.0,,25242000.0,70137000.0,79494000.0,,139350000.0,,-251025000.0,,1928000.0,,,,66726000.0,30425000.0,,139069000.0,,,
IDCC,small_cap,2024-12-31,2024,,,,,,,,,,,,,,,,,,,,,,,,,,1835529000.0,1230822000.0,,527360000.0,,430848000.0,,188302000.0,,84312000.0,18544000.0,22421000.0,,,149400000.0,978314000.0,725810000.0,,,25134000.0,,,,456329000.0,15443000.0,,54942000.0,857215000.0,,,808540000.0,1775823000.0,-458000.0,,25682000.0,70577000.0,,,,,,,,,,,,,,,,,
INTC,large_cap,2010-03-27,2010,,,10299000000.0,,3770000000.0,6529000000.0,1564000000.0,1514000000.0,3081000000.0,3448000000.0,,,,,,2442000000.0,,0.44,0.43,5529000000.0,5681000000.0,,,61000000.0,248000000.0,55773000000.0,23724000000.0,,4988000000.0,,,,2192000000.0,2986000000.0,,17028000000.0,4452000000.0,,,5317000000.0,,8912000000.0,,1912000000.0,,,,,,2052000000.0,707000000.0,1028000000.0,42900000000.0,,,,27020000000.0,414000000.0,,5537000000.0,5537000000.0,4079000000.0,,-2672000000.0,,-406000000.0,,928000000.0,37000000.0,,,3000000.0,,,,158000000.0,1001000000.0,
INTC,large_cap,2010-06-26,2010,,,21064000000.0,,7300000000.0,13764000000.0,3230000000.0,3098000000.0,6335000000.0,7429000000.0,,,,,,5329000000.0,,0.96,0.94,5546000000.0,5696000000.0,,,124000000.0,480000000.0,57691000000.0,26464000000.0,,5514000000.0,,,,2430000000.0,3345000000.0,,16946000000.0,4481000000.0,,,4937000000.0,,7937000000.0,,2126000000.0,,,,,,2058000000.0,586000000.0,1095000000.0,45841000000.0,,,,29869000000.0,231000000.0,,5567000000.0,5567000000.0,7565000000.0,,-4642000000.0,,-1396000000.0,,1976000000.0,70000000.0,,,219000000.0,,,,43000000.0,1527000000.0,
INTC,large_cap,2010-09-25,2010,,,32166000000.0,,11081000000.0,21085000000.0,4905000000.0,4604000000.0,9520000000.0,11565000000.0,,,,11882000000.0,,8284000000.0,,1.49,1.45,5556000000.0,5695000000.0,,,180000000.0,704000000.0,60588000000.0,29499000000.0,,5517000000.0,,,,2911000000.0,3423000000.0,,17189000000.0,4481000000.0,,,4883000000.0,,8837000000.0,,1903000000.0,,,,,,2073000000.0,681000000.0,1127000000.0,47696000000.0,,,,31069000000.0,531000000.0,,5576000000.0,5576000000.0,11142000000.0,,-7567000000.0,,-2045000000.0,,3338000000.0,70000000.0,,,222000000.0,,0.0,,87000000.0,1530000000.0,
INTC,large_cap,2010-12-25,2010,,,,,,,,,,,,,,,,,,,,,,,,,,63186000000.0,31611000000.0,,5498000000.0,,,,2867000000.0,3757000000.0,,17899000000.0,4531000000.0,860000000.0,,4251000000.0,,9327000000.0,,2290000000.0,,,,,,2077000000.0,926000000.0,1236000000.0,49430000000.0,,,,32919000000.0,333000000.0,,5511000000.0,5581000000.0,,,,,,,,,,,,,,,,,
INTC,large_cap,2011-04-02,2011,,,12847000000.0,,4962000000.0,7885000000.0,1916000000.0,1775000000.0,3727000000.0,4158000000.0,6000000.0,,,4371000000.0,,3160000000.0,,0.58,0.56,5452000000.0,5606000000.0,,,155000000.0,300000000.0,65552000000.0,22795000000.0,,4188000000.0,,,,3542000000.0,4099000000.0,,19559000000.0,9069000000.0,6872000000.0,,4414000000.0,,11565000000.0,,2757000000.0,,,,,,2083000000.0,1783000000.0,2505000000.0,47349000000.0,,,,30597000000.0,481000000.0,,5336000000.0,5365000000.0,4013000000.0,,-644000000.0,,-4688000000.0,,2723000000.0,8216000000.0,,,4006000000.0,,,,16000000.0,-1310000000.0,
INTC,large_cap,2011-07-02,2011,,,25879000000.0,,10092000000.0,15787000000.0,3902000000.0,3680000000.0,7694000000.0,8093000000.0,6000000.0,,,8302000000.0,,6114000000.0,,1.14,1.11,5376000000.0,5527000000.0,,,411000000.0,562000000.0,66089000000.0,23102000000.0,,4635000000.0,,,,3359000000.0,4030000000.0,,20778000000.0,9141000000.0,6700000000.0,,4484000000.0,,10354000000.0,,2742000000.0,,,,,,2090000000.0,2215000000.0,2519000000.0,48723000000.0,,,,32012000000.0,466000000.0,,5285000000.0,5285000000.0,7984000000.0,,-1427000000.0,,-7433000000.0,,5207000000.0,8291000000.0,,,6180000000.0,,,,33000000.0,-863000000.0,
INTC,large_cap,2011-10-01,2011,,,40112000000.0,,15307000000.0,24805000000.0,6042000000.0,5697000000.0,11927000000.0,12878000000.0,6000000.0,,,13194000000.0,,9582000000.0,,1.8,1.75,5317000000.0,5466000000.0,,,667000000.0,812000000.0,70551000000.0,26698000000.0,,7057000000.0,,,,3821000000.0,3959000000.0,,22157000000.0,9138000000.0,6445000000.0,,4739000000.0,,11909000000.0,,2999000000.0,,,,,,7076000000.0,2762000000.0,2495000000.0,46117000000.0,,,,29902000000.0,-32000000.0,,5118000000.0,5118000000.0,14333000000.0,,-5534000000.0,,-7250000000.0,,7920000000.0,8477000000.0,,,10187000000.0,,4962000000.0,,28000000.0,1559000000.0,
INTC,large_cap,2011-12-31,2011,,,,,,,,,,,,,,,,,,,,,,,,,,71119000000.0,25872000000.0,,5065000000.0,,,,3650000000.0,4096000000.0,,23627000000.0,9254000000.0,6267000000.0,,4648000000.0,,12028000000.0,,2956000000.0,,,,,,7084000000.0,2617000000.0,3479000000.0,45911000000.0,,,,29656000000.0,-781000000.0,,5000000000.0,5000000000.0,,,,,,,,,,,,,,,,,
INTC,large_cap,2012-03-31,2012,,,12906000000.0,,4641000000.0,8265000000.0,2401000000.0,1973000000.0,4455000000.0,3810000000.0,31000000.0,,,3814000000.0,,2738000000.0,,0.55,0.53,4999000000.0,5192000000.0,,,266000000.0,274000000.0,71817000000.0,25421000000.0,,4429000000.0,,,,4037000000.0,4489000000.0,,25027000000.0,9388000000.0,6064000000.0,,4600000000.0,,11941000000.0,,2993000000.0,,,,,,7088000000.0,2793000000.0,3235000000.0,46760000000.0,,,,28983000000.0,-604000000.0,,5006000000.0,5006000000.0,2972000000.0,,-2111000000.0,,-1495000000.0,,2974000000.0,176000000.0,,,1519000000.0,,,,115000000.0,-636000000.0,
INTC,large_cap,2012-06-30,2012,,,26407000000.0,,9588000000.0,16819000000.0,4914000000.0,4104000000.0,9177000000.0,7642000000.0,52000000.0,,,7748000000.0,,5565000000.0,,1.11,1.07,5010000000.0,5196000000.0,,,533000000.0,554000000.0,72352000000.0,25785000000.0,,5223000000.0,,,,3544000000.0,4904000000.0,,25976000000.0,9442000000.0,5974000000.0,,4008000000.0,,10538000000.0,,3269000000.0,,,,,,7093000000.0,2775000000.0,3167000000.0,48779000000.0,,,,30753000000.0,-857000000.0,,5013000000.0,5013000000.0,7711000000.0,7711000000.0,-3876000000.0,-3876000000.0,-3671000000.0,-3671000000.0,5636000000.0,458000000.0,,,2915000000.0,,,,-155000000.0,158000000.0,
INTC,large_cap,2012-09-29,2012,,,39864000000.0,,14530000000.0,25334000000.0,7519000000.0,6099000000.0,13851000000.0,11483000000.0,66000000.0,,,11669000000.0,3132000000.0,8537000000.0,,1.71,1.65,5006000000.0,5181000000.0,,,801000000.0,830000000.0,74441000000.0,23014000000.0,,3520000000.0,,,,3938000000.0,5319000000.0,,27157000000.0,9623000000.0,6221000000.0,,4033000000.0,,11953000000.0,,3188000000.0,,,,,,7100000000.0,2904000000.0,3215000000.0,49269000000.0,,,,30492000000.0,-501000000.0,,4982000000.0,4982000000.0,12858000000.0,12858000000.0,-8728000000.0,-8728000000.0,-5675000000.0,-5675000000.0,8523000000.0,568000000.0,,,4090000000.0,,0.0,,-191000000.0,-1545000000.0,
INTC,large_cap,2012-12-29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,84351000000.0,31358000000.0,,8478000000.0,,,,3833000000.0,4734000000.0,,27983000000.0,9710000000.0,6235000000.0,,4148000000.0,,12898000000.0,,3023000000.0,,,,,,13136000000.0,3412000000.0,3702000000.0,51203000000.0,,19464000000.0,,32138000000.0,-399000000.0,,4944000000.0,4944000000.0,,,,,,,,,,,,,,,,,
INTC,large_cap,2013-03-30,2013,,,12580000000.0,,5514000000.0,7066000000.0,2527000000.0,1947000000.0,4547000000.0,2519000000.0,73000000.0,,,2443000000.0,398000000.0,2045000000.0,,0.41,0.4,4948000000.0,5080000000.0,,,382000000.0,295000000.0,83083000000.0,28677000000.0,,5698000000.0,,,,3536000000.0,4358000000.0,,28418000000.0,9756000000.0,5807000000.0,,4418000000.0,,11798000000.0,,2654000000.0,,,,,,13143000000.0,3427000000.0,3521000000.0,51194000000.0,,,,31506000000.0,-410000000.0,,4948000000.0,4948000000.0,4285000000.0,4285000000.0,-5317000000.0,-5317000000.0,-1738000000.0,-1738000000.0,2174000000.0,98000000.0,,,559000000.0,,,,-224000000.0,-2780000000.0,
INTC,large_cap,2013-06-29,2013,,,25391000000.0,,10855000000.0,14536000000.0,5043000000.0,4112000000.0,9298000000.0,5238000000.0,133000000.0,,,5136000000.0,1091000000.0,4045000000.0,,0.82,0.79,4963000000.0,5093000000.0,,,661000000.0,587000000.0,85661000000.0,29048000000.0,,3778000000.0,,,,3474000000.0,4542000000.0,,29345000000.0,10005000000.0,5620000000.0,,4640000000.0,,11389000000.0,,2864000000.0,,,,,,13150000000.0,3709000000.0,3573000000.0,53840000000.0,,,,33017000000.0,145000000.0,,4981000000.0,4981000000.0,,9007000000.0,,-10829000000.0,,-2870000000.0,4897000000.0,384000000.0,,,1355000000.0,,,,-49000000.0,-4700000000.0,
INTC,large_cap,2013-09-28,2013,,,38874000000.0,,15924000000.0,22950000000.0,7785000000.0,6082000000.0,14208000000.0,8742000000.0,189000000.0,,,9060000000.0,2065000000.0,6995000000.0,,1.41,1.37,4969000000.0,5095000000.0,,,953000000.0,855000000.0,90551000000.0,31350000000.0,,4881000000.0,,,,3719000000.0,4533000000.0,,30346000000.0,10467000000.0,5434000000.0,,4857000000.0,,13875000000.0,,2996000000.0,,,,,,13157000000.0,4384000000.0,3683000000.0,55452000000.0,,21113000000.0,,33291000000.0,1048000000.0,,4973000000.0,4973000000.0,,14738000000.0,,-14152000000.0,,-4176000000.0,7763000000.0,882000000.0,,,1899000000.0,,,,38000000.0,-3597000000.0,
INTC,large_cap,2013-12-28,2013,,,,,,,,,,,,,,,,,,,,,,,,,,92358000000.0,32084000000.0,,5674000000.0,,,,3582000000.0,4172000000.0,,31428000000.0,10513000000.0,5150000000.0,,5489000000.0,,13568000000.0,,2969000000.0,,,,,0.0,13165000000.0,4397000000.0,2972000000.0,58256000000.0,,21536000000.0,,35477000000.0,1243000000.0,,4967000000.0,4967000000.0,,,,,,,,,,,,,,,,,
INTC,large_cap,2014-03-29,2014,,,12764000000.0,,5151000000.0,7613000000.0,2846000000.0,2047000000.0,5103000000.0,2510000000.0,37000000.0,,,2670000000.0,740000000.0,1930000000.0,,0.39,0.38,4974000000.0,5117000000.0,,,287000000.0,283000000.0,91932000000.0,30554000000.0,,4777000000.0,,,,3505000000.0,3763000000.0,,32502000000.0,10617000000.0,4963000000.0,,5446000000.0,,13552000000.0,,3010000000.0,,,,,,13172000000.0,4302000000.0,2868000000.0,58038000000.0,,22166000000.0,,34716000000.0,1156000000.0,,4972000000.0,4972000000.0,,3501000000.0,,-2749000000.0,,-1650000000.0,2689000000.0,108000000.0,,,545000000.0,,,,-245000000.0,-897000000.0,
